GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0006886	P	intracellular protein transport	5	1158	311	37767	0.96	1	// AT4G27640 // AT5G50810 // AT3G47810 // AT1G62020 // AT1G67650 
GO:0016043	P	cellular component organization	31	1158	1179	37767	0.83	1	// AT1G17060 // AT1G20830 // AT2G34790 // AT1G69390 // AT2G31690 // AT2G20000 // AT1G60490 // AT5G07650 // AT2G38020 // AT4G27060 // AT5G65930 // AT1G48620 // AT5G46360 // AT5G48750 // AT1G48020 // AT1G60430 // AT3G60830 // AT5G02260 // AT2G19070 // AT4G37580 // AT5G50810 // AT5G41315 // AT2G26420 // AT3G07970 // AT3G25500 // AT2G39700 // AT4G13890 // AT5G61070 // AT2G13370 // AT4G27640 // AT5G40770 
GO:0090066	P	regulation of anatomical structure size	13	1158	277	37767	0.095	1	// AT1G17060 // AT1G05800 // AT2G39700 // AT3G08850 // AT5G40770 // AT2G26420 // AT4G27060 // AT4G37580 // AT4G28110 // AT5G02260 // AT5G25810 // AT2G20000 // AT1G48020 
GO:0065008	P	regulation of biological quality	23	1158	665	37767	0.31	1	// AT1G04610 // AT1G17060 // AT2G24720 // AT5G25810 // AT4G19690 // AT3G63110 // AT2G20000 // AT1G05800 // AT3G08850 // AT5G43890 // AT4G27060 // AT1G48020 // AT5G02260 // AT3G28850 // AT4G28110 // AT5G24030 // AT3G22942 // AT5G57090 // AT2G26420 // AT2G33860 // AT4G37580 // AT2G39700 // AT5G40770 
GO:0034613	P	cellular protein localization	5	1158	322	37767	0.97	1	// AT4G27640 // AT5G50810 // AT3G47810 // AT1G62020 // AT1G67650 
GO:0016265	P	death	15	1158	286	37767	0.037	1	// AT1G19250 // AT3G46710 // AT3G46730 // AT1G16420 // AT1G42560 // AT5G45210 // AT5G45440 // AT1G72840 // AT1G02860 // AT5G54250 // AT2G39200 // AT3G44400 // AT1G53130 // AT5G51630 // AT3G01420 
GO:0009887	P	organ morphogenesis	6	1158	241	37767	0.75	1	// AT1G53230 // AT5G13300 // AT2G45190 // AT2G37630 // AT5G65930 // AT5G41315 
GO:0048316	P	seed development	17	1158	530	37767	0.46	1	// AT5G19820 // AT3G60830 // AT2G19450 // AT2G34790 // AT3G08850 // AT2G20000 // AT4G19230 // AT2G32370 // AT1G78580 // AT1G20700 // AT1G23320 // AT1G56010 // AT5G17710 // AT2G16970 // AT1G53130 // AT3G04340 // AT3G54350 
GO:0006629	P	lipid metabolic process	30	1158	841	37767	0.23	1	// AT1G17060 // AT5G25370 // AT2G47240 // AT3G45130 // AT1G53130 // AT1G05800 // AT3G32040 // AT1G54010 // AT1G30120 // AT5G37690 // AT5G03980 // AT3G25820 // AT1G01120 // AT3G60500 // AT5G48000 // AT2G19050 // AT3G14440 // AT5G42600 // AT4G19230 // AT2G18640 // AT3G01420 // AT5G38020 // AT4G39180 // AT2G19450 // AT5G47990 // AT1G60890 // AT1G54000 // AT2G01180 // AT3G11430 // AT2G31690 
GO:0009308	P	amine metabolic process	17	1158	521	37767	0.43	1	// AT4G39180 // AT4G13890 // AT1G62380 // AT2G19070 // AT3G43670 // AT2G36880 // AT1G09620 // AT1G12050 // AT5G60890 // AT5G04950 // AT1G70310 // AT3G19480 // AT3G63110 // AT5G54830 // AT4G19710 // AT1G24909 // AT1G02500 
GO:0009309	P	amine biosynthetic process	8	1158	229	37767	0.41	1	// AT2G19070 // AT5G60890 // AT2G36880 // AT5G04950 // AT1G70310 // AT3G19480 // AT4G19710 // AT1G02500 
GO:0050793	P	regulation of developmental process	9	1158	377	37767	0.81	1	// AT1G53230 // AT2G19450 // AT5G03150 // AT2G45190 // AT5G60410 // AT5G61070 // AT1G61040 // AT2G20000 // AT3G07650 
GO:0006812	P	cation transport	15	1158	357	37767	0.15	1	// AT1G29100 // AT3G42050 // AT1G30473 // AT5G52670 // AT5G47100 // AT2G18960 // AT4G19690 // AT4G33020 // AT1G05300 // AT5G24380 // AT4G23700 // AT2G35060 // AT5G53010 // AT3G04900 // AT3G05220 
GO:0006811	P	ion transport	20	1158	427	37767	0.048	1	// AT1G29100 // AT3G42050 // AT4G08620 // AT1G02260 // AT4G10380 // AT5G52670 // AT5G53010 // AT5G47100 // AT2G18960 // AT4G19690 // AT4G33020 // AT1G05300 // AT5G24380 // AT4G23700 // AT1G30473 // AT5G57490 // AT3G04900 // AT2G35060 // AT3G05220 // AT1G12110 
GO:0006810	P	transport	65	1158	1846	37767	0.15	1	// AT3G42050 // AT1G72140 // AT4G19690 // AT1G05300 // AT1G02010 // AT5G62680 // AT1G67650 // AT5G53010 // AT5G52270 // AT3G04900 // AT1G77380 // AT5G26250 // AT1G29100 // AT1G60490 // AT3G21260 // AT5G48970 // AT2G37410 // AT5G52670 // AT2G18960 // AT4G33020 // AT3G47810 // AT3G18280 // AT1G03900 // AT4G12510 // AT1G72125 // AT1G73700 // AT1G48640 // AT4G27940 // AT4G08620 // AT1G48370 // AT5G11690 // AT1G67640 // AT1G25530 // AT4G10380 // AT5G50300 // AT2G35060 // AT5G47100 // AT1G31885 // AT5G50810 // AT1G54730 // AT1G12110 // AT1G30473 // AT5G57490 // AT5G19410 // AT5G11570 // AT5G57090 // AT3G22942 // AT3G45720 // AT2G04100 // AT2G38830 // AT1G02260 // AT5G24380 // AT1G76430 // AT4G27640 // AT1G08920 // AT1G62020 // AT3G05220 // AT1G50360 // AT4G23700 // AT1G33100 // AT2G40420 // AT1G58030 // AT4G12520 // AT3G05160 // AT1G71870 
GO:0009888	P	tissue development	12	1158	359	37767	0.43	1	// AT5G64530 // AT5G13300 // AT2G45190 // AT5G03150 // AT3G44200 // AT2G20000 // AT5G61070 // AT1G20700 // AT5G41315 // AT1G56010 // AT2G26420 // AT5G65930 
GO:0012501	P	programmed cell death	11	1158	244	37767	0.14	1	// AT1G19250 // AT3G46710 // AT3G46730 // AT1G16420 // AT5G45210 // AT5G45440 // AT1G72840 // AT5G54250 // AT3G44400 // AT1G02860 // AT5G51630 
GO:0043412	P	macromolecule modification	58	1158	1636	37767	0.15	1	// AT2G28970 // AT5G20570 // AT3G19300 // AT2G18890 // AT4G11470 // AT5G60320 // AT3G07370 // AT1G19390 // AT1G29730 // AT2G30730 // AT5G60280 // AT5G51770 // AT3G45390 // AT1G51870 // AT1G61490 // AT1G11530 // AT5G24100 // AT5G06839 // AT5G20690 // AT4G05200 // AT2G25220 // AT5G07620 // AT3G46760 // AT1G16130 // AT1G55060 // AT1G15390 // AT1G53950 // AT4G37250 // AT5G66790 // AT5G37890 // AT5G53920 // AT5G58130 // AT5G60310 // AT2G23450 // AT5G35370 // AT4G31790 // AT2G44175 // AT4G38830 // AT5G28680 // AT1G79680 // AT4G14780 // AT4G37040 // AT1G47580 // AT2G30110 // AT1G79570 // AT2G29380 // AT2G38830 // AT1G61500 // AT2G35930 // AT4G35500 // AT2G42290 // AT4G23150 // AT3G53840 // AT2G20635 // AT5G61070 // AT4G02950 // AT1G11300 // AT2G32800 
GO:0051239	P	regulation of multicellular organismal process	7	1158	277	37767	0.74	1	// AT2G19450 // AT5G03150 // AT2G45190 // AT5G60410 // AT5G61070 // AT1G61040 // AT3G07650 
GO:0009266	P	response to temperature stimulus	13	1158	485	37767	0.72	1	// AT4G27670 // AT2G19450 // AT3G07370 // AT3G16460 // AT1G01120 // AT5G60410 // AT5G28540 // AT3G05890 // AT3G11410 // AT5G67450 // AT3G16450 // AT4G37840 // AT2G26640 
GO:0034641	P	cellular nitrogen compound metabolic process	22	1158	506	37767	0.073	1	// AT2G30770 // AT5G54830 // AT4G19710 // AT1G24909 // AT1G02500 // AT1G62380 // AT5G60890 // AT5G04950 // AT1G70310 // AT3G51440 // AT1G09620 // AT3G19480 // AT5G63570 // AT4G12440 // AT2G19070 // AT2G36880 // AT1G12050 // AT3G16410 // AT1G77760 // AT4G39180 // AT4G13890 // AT5G03690 
GO:0051234	P	establishment of localization	65	1158	1851	37767	0.15	1	// AT3G42050 // AT1G72140 // AT4G19690 // AT1G05300 // AT1G02010 // AT5G62680 // AT1G67650 // AT5G53010 // AT5G52270 // AT3G04900 // AT1G77380 // AT5G26250 // AT1G29100 // AT1G60490 // AT3G21260 // AT5G48970 // AT2G37410 // AT5G52670 // AT2G18960 // AT4G33020 // AT3G47810 // AT3G18280 // AT1G03900 // AT4G12510 // AT1G72125 // AT1G73700 // AT1G48640 // AT4G27940 // AT4G08620 // AT1G48370 // AT5G11690 // AT1G67640 // AT1G25530 // AT4G10380 // AT5G50300 // AT2G35060 // AT5G47100 // AT1G31885 // AT5G50810 // AT1G54730 // AT1G12110 // AT1G30473 // AT5G57490 // AT5G19410 // AT5G11570 // AT5G57090 // AT3G22942 // AT3G45720 // AT2G04100 // AT2G38830 // AT1G02260 // AT5G24380 // AT1G76430 // AT4G27640 // AT1G08920 // AT1G62020 // AT3G05220 // AT1G50360 // AT4G23700 // AT1G33100 // AT2G40420 // AT1G58030 // AT4G12520 // AT3G05160 // AT1G71870 
GO:0042545	P	cell wall modification	7	1158	123	37767	0.094	1	// AT5G02260 // AT2G39700 // AT4G15980 // AT5G51500 // AT2G45220 // AT5G26810 // AT3G07970 
GO:0051603	P	proteolysis involved in cellular protein catabolic process	10	1158	309	37767	0.48	1	// AT4G24320 // AT5G48990 // AT3G50080 // AT1G55060 // AT5G23540 // AT5G28540 // AT1G30950 // AT2G30110 // AT4G12100 // AT5G37890 
GO:0044271	P	cellular nitrogen compound biosynthetic process	14	1158	394	37767	0.33	1	// AT1G77760 // AT5G63570 // AT4G12440 // AT2G19070 // AT5G60890 // AT2G36880 // AT5G04950 // AT2G30770 // AT1G70310 // AT3G19480 // AT3G51440 // AT3G16410 // AT4G19710 // AT1G02500 
GO:0010154	P	fruit development	19	1158	557	37767	0.36	1	// AT5G19820 // AT3G60830 // AT2G19450 // AT2G34790 // AT3G08850 // AT2G45190 // AT2G20000 // AT4G19230 // AT2G32370 // AT1G78580 // AT1G20700 // AT1G23320 // AT3G61880 // AT1G56010 // AT5G17710 // AT2G16970 // AT1G53130 // AT3G04340 // AT3G54350 
GO:0046907	P	intracellular transport	8	1158	463	37767	0.97	1	// AT4G27940 // AT5G48970 // AT1G62020 // AT1G50360 // AT5G50810 // AT3G47810 // AT1G67650 // AT4G27640 
GO:0044272	P	sulfur compound biosynthetic process	5	1158	115	37767	0.29	1	// AT5G60890 // AT2G36880 // AT1G18590 // AT2G30770 // AT1G02500 
GO:0046394	P	carboxylic acid biosynthetic process	15	1158	417	37767	0.31	1	// AT5G38020 // AT1G05800 // AT1G02860 // AT2G36880 // AT1G01120 // AT3G60500 // AT4G39030 // AT3G19480 // AT3G14440 // AT5G60890 // AT1G30120 // AT2G47240 // AT4G19710 // AT1G53130 // AT1G02500 
GO:0009812	P	flavonoid metabolic process	6	1158	78	37767	0.039	1	// AT1G32640 // AT4G25310 // AT5G07480 // AT5G63590 // AT5G24530 // AT1G66380 
GO:0048367	P	shoot development	11	1158	355	37767	0.53	1	// AT1G53230 // AT1G23320 // AT5G13300 // AT5G59510 // AT2G32370 // AT2G37630 // AT1G20700 // AT5G41315 // AT1G56010 // AT5G64530 // AT5G65930 
GO:0048364	P	root development	9	1158	255	37767	0.39	1	// AT5G03150 // AT5G47990 // AT2G20000 // AT5G48000 // AT1G23320 // AT3G58190 // AT1G56010 // AT3G22942 // AT2G26420 
GO:0007275	P	multicellular organismal development	62	1158	2020	37767	0.52	1	// AT5G17710 // AT1G53230 // AT4G01520 // AT3G44550 // AT2G45190 // AT3G44200 // AT5G07680 // AT2G32370 // AT2G37630 // AT5G64530 // AT4G28530 // AT5G51640 // AT5G46795 // AT1G53130 // AT2G20000 // AT3G54350 // AT1G60490 // AT4G30200 // AT5G59510 // AT3G08850 // AT3G18400 // AT5G13180 // AT4G27060 // AT2G34790 // AT3G44290 // AT1G20700 // AT1G61040 // AT2G33860 // AT5G48750 // AT5G37890 // AT3G07650 // AT5G65930 // AT3G60830 // AT4G15570 // AT5G03150 // AT2G19070 // AT1G01120 // AT2G35060 // AT5G48000 // AT1G78580 // AT4G28110 // AT5G41315 // AT3G58190 // AT1G56010 // AT3G22942 // AT5G19820 // AT2G26420 // AT3G07970 // AT4G37580 // AT2G19450 // AT4G13890 // AT5G13300 // AT4G19230 // AT2G16970 // AT5G47990 // AT5G60410 // AT3G04340 // AT5G61070 // AT1G48020 // AT1G23320 // AT1G74660 // AT2G31690 
GO:0006519	P	cellular amino acid and derivative metabolic process	30	1158	682	37767	0.037	1	// AT1G02500 // AT1G32640 // AT4G25310 // AT4G23690 // AT5G54830 // AT5G04950 // AT5G24530 // AT4G19710 // AT1G24909 // AT3G19450 // AT1G62380 // AT5G60890 // AT1G77530 // AT5G63590 // AT1G70310 // AT3G19480 // AT1G09620 // AT1G66380 // AT1G32100 // AT2G19070 // AT2G36880 // AT1G12050 // AT5G66690 // AT4G39180 // AT4G13890 // AT5G01050 // AT5G07480 // AT5G26660 // AT2G39430 // AT3G11430 
GO:0006633	P	fatty acid biosynthetic process	7	1158	140	37767	0.15	1	// AT5G38020 // AT1G05800 // AT2G47240 // AT1G01120 // AT3G60500 // AT1G30120 // AT1G53130 
GO:0006631	P	fatty acid metabolic process	9	1158	225	37767	0.26	1	// AT5G38020 // AT1G05800 // AT2G47240 // AT1G01120 // AT3G60500 // AT1G30120 // AT1G53130 // AT3G11430 // AT3G01420 
GO:0008152	P	metabolic process	325	1158	10614	37767	0.52	1	// AT1G05000 // AT3G10470 // AT2G39880 // AT4G31790 // AT3G09370 // AT1G02390 // AT1G29730 // AT5G20570 // AT1G72340 // AT5G60280 // AT4G19230 // AT2G24740 // AT4G23550 // AT1G15390 // AT4G13480 // AT4G25400 // AT5G23220 // AT1G11530 // AT4G19710 // AT4G03280 // AT5G67430 // AT1G05800 // AT3G46720 // AT2G28200 // AT2G40740 // AT4G33770 // AT5G43890 // AT2G17130 // AT3G45130 // AT4G32890 // AT3G32040 // AT1G54010 // AT5G03690 // AT2G28040 // AT4G37250 // AT4G17785 // AT1G02860 // AT5G37890 // AT4G23690 // AT4G23810 // AT4G02100 // AT3G44320 // AT4G38540 // AT1G29860 // AT1G31450 // AT4G37580 // AT1G24625 // AT2G23620 // AT1G78580 // AT5G38040 // AT5G42600 // AT3G11580 // AT2G30110 // AT5G15830 // AT2G32370 // AT1G70730 // AT1G47580 // AT2G24260 // AT2G18640 // AT1G30650 // AT4G22140 // AT3G59850 // AT1G34370 // AT4G23150 // AT3G29090 // AT3G51960 // AT3G61610 // AT5G43175 // AT5G07620 // AT2G20635 // AT5G61070 // AT2G01890 // AT1G22440 // AT2G39430 // AT4G22680 // AT3G09270 // AT4G02930 // AT5G17710 // AT1G17060 // AT1G53230 // AT3G60390 // AT4G11160 // AT3G25820 // AT3G07370 // AT1G51870 // AT5G60890 // AT1G15380 // AT5G18070 // AT5G25450 // AT2G23450 // AT2G32460 // AT1G17180 // AT3G63110 // AT5G24100 // AT1G53130 // AT5G24530 // AT5G22990 // AT4G05200 // AT5G01050 // AT2G32260 // AT5G26630 // AT1G61660 // AT1G64910 // AT1G60470 // AT5G20390 // AT2G19450 // AT1G04610 // AT2G33090 // AT1G09620 // AT1G25340 // AT5G63570 // AT4G39030 // AT2G44175 // AT3G07650 // AT2G07690 // AT5G09290 // AT5G58130 // AT5G60310 // AT2G36690 // AT3G19450 // AT1G13250 // AT5G03150 // AT4G38340 // AT2G36880 // AT4G38830 // AT4G01770 // AT4G14780 // AT5G48000 // AT5G61890 // AT4G37040 // AT4G28110 // AT5G60320 // AT2G22770 // AT3G16410 // AT5G44160 // AT3G07970 // AT5G38020 // AT5G53990 // AT1G74080 // AT1G62660 // AT4G13890 // AT5G28680 // AT4G02950 // AT4G11470 // AT5G47990 // AT2G19050 // AT2G42660 // AT2G42290 // AT3G14440 // AT3G09250 // AT2G32800 // AT2G14760 // AT2G01180 // AT4G04450 // AT1G74650 // AT2G19900 // AT1G11080 // AT1G05140 // AT1G12244 // AT2G28970 // AT2G30770 // AT5G25370 // AT5G55100 // AT4G25310 // AT1G61500 // AT1G19390 // AT1G24909 // AT2G30730 // AT5G28540 // AT2G31690 // AT5G51770 // AT3G42050 // AT1G69920 // AT5G53010 // AT1G61490 // AT3G21270 // AT5G06839 // AT1G02500 // AT1G16130 // AT1G60490 // AT2G37120 // AT5G25530 // AT3G02940 // AT5G17800 // AT3G46760 // AT5G64250 // AT1G53950 // AT1G77530 // AT4G19750 // AT5G63590 // AT2G46810 // AT1G70310 // AT3G19480 // AT1G20700 // AT1G30120 // AT1G06870 // AT1G32100 // AT5G05420 // AT1G68800 // AT1G66230 // AT4G39070 // AT5G37540 // AT5G35370 // AT3G25800 // AT5G36870 // AT5G48990 // AT1G01120 // AT3G60500 // AT1G22430 // AT2G22200 // AT3G51340 // AT3G19300 // AT5G63900 // AT5G13430 // AT3G62660 // AT5G56260 // AT2G29380 // AT5G41210 // AT5G45400 // AT1G27740 // AT2G24000 // AT4G24320 // AT4G28940 // AT4G39180 // AT3G32030 // AT5G64810 // AT5G51290 // AT1G64590 // AT5G66790 // AT2G25000 // AT2G35930 // AT1G60890 // AT5G53920 // AT5G52170 // AT4G02860 // AT1G02930 // AT1G57560 // AT3G60100 // AT2G38090 // AT4G37850 // AT3G11430 // AT4G01750 // AT1G17310 // AT3G19290 // AT4G17810 // AT3G56060 // AT2G18890 // AT1G32640 // AT5G56670 // AT1G55060 // AT5G23540 // AT3G50080 // AT2G47240 // AT2G25940 // AT4G35610 // AT5G52830 // AT5G54830 // AT3G45390 // AT5G38010 // AT1G73310 // AT5G52040 // AT1G68020 // AT5G48110 // AT5G37690 // AT5G20690 // AT1G62970 // AT3G49640 // AT1G62380 // AT2G43600 // AT5G08570 // AT3G51440 // AT5G07480 // AT3G43670 // AT5G04950 // AT2G21230 // AT1G30950 // AT2G19070 // AT5G11590 // AT3G16890 // AT2G37630 // AT4G12100 // AT1G61040 // AT1G66380 // AT2G39270 // AT5G16770 // AT1G62300 // AT5G20560 // AT3G06490 // AT3G04050 // AT4G12440 // AT4G15270 // AT2G43590 // AT3G45590 // AT1G12050 // AT2G25220 // AT1G79680 // AT3G29260 // AT4G04610 // AT1G29090 // AT1G18590 // AT5G03980 // AT2G05070 // AT1G79570 // AT1G74590 // AT3G01420 // AT2G37540 // AT5G66690 // AT1G77760 // AT2G38830 // AT5G26660 // AT4G28811 // AT1G35910 // AT4G35500 // AT4G28815 // AT2G33860 // AT1G54000 // AT3G53840 // AT3G28340 // AT3G57680 // AT3G11510 // AT1G11300 // AT5G15150 // AT1G74700 // AT4G21990 // AT5G53430 
GO:0044265	P	cellular macromolecule catabolic process	16	1158	465	37767	0.36	1	// AT4G24320 // AT3G50080 // AT3G04050 // AT5G48990 // AT3G44320 // AT1G55060 // AT5G23540 // AT5G28540 // AT5G03690 // AT1G30950 // AT2G30110 // AT4G12100 // AT3G16410 // AT5G08570 // AT5G37890 // AT3G07970 
GO:0030154	P	cell differentiation	13	1158	355	37767	0.3	1	// AT1G53230 // AT4G13890 // AT2G34790 // AT2G45190 // AT3G44200 // AT2G20000 // AT5G61070 // AT5G65930 // AT5G41315 // AT2G33860 // AT2G26420 // AT1G48020 // AT3G07970 
GO:0009991	P	response to extracellular stimulus	5	1158	117	37767	0.3	1	// AT5G45380 // AT5G60890 // AT3G44320 // AT5G48850 // AT4G10380 
GO:0009791	P	post-embryonic development	28	1158	705	37767	0.11	1	// AT5G17710 // AT2G34790 // AT2G45190 // AT1G56010 // AT1G53130 // AT2G20000 // AT3G54350 // AT4G30200 // AT3G08850 // AT1G20700 // AT3G58190 // AT2G33860 // AT2G16970 // AT3G04340 // AT3G07650 // AT3G60830 // AT1G78580 // AT1G61040 // AT2G32370 // AT3G22942 // AT5G19820 // AT3G07970 // AT4G37580 // AT2G19450 // AT4G19230 // AT5G60410 // AT1G23320 // AT1G74660 
GO:0009790	P	embryonic development	15	1158	535	37767	0.67	1	// AT5G17710 // AT3G60830 // AT2G19450 // AT2G34790 // AT3G08850 // AT2G20000 // AT2G32370 // AT1G78580 // AT1G20700 // AT1G23320 // AT1G56010 // AT2G16970 // AT5G19820 // AT3G04340 // AT3G54350 
GO:0009793	P	embryonic development ending in seed dormancy	15	1158	465	37767	0.46	1	// AT5G17710 // AT3G60830 // AT2G19450 // AT2G34790 // AT3G08850 // AT2G20000 // AT2G32370 // AT1G78580 // AT1G20700 // AT1G23320 // AT1G56010 // AT2G16970 // AT5G19820 // AT3G04340 // AT3G54350 
GO:0044262	P	cellular carbohydrate metabolic process	16	1158	417	37767	0.22	1	// AT5G08570 // AT3G04050 // AT5G36870 // AT4G33770 // AT1G35910 // AT3G44320 // AT1G78580 // AT3G61610 // AT1G18590 // AT5G03690 // AT5G60890 // AT4G01770 // AT3G16410 // AT1G68020 // AT4G01750 // AT3G07970 
GO:0009416	P	response to light stimulus	21	1158	596	37767	0.29	1	// AT1G17060 // AT1G77760 // AT2G24720 // AT4G27670 // AT5G58960 // AT5G26660 // AT1G16420 // AT1G01120 // AT4G37580 // AT5G44110 // AT3G26490 // AT5G18070 // AT5G63590 // AT4G03280 // AT1G74660 // AT4G19230 // AT5G63570 // AT4G37840 // AT2G26640 // AT3G07650 // AT1G80010 
GO:0070887	P	cellular response to chemical stimulus	16	1158	452	37767	0.32	1	// AT1G04310 // AT3G19290 // AT4G37580 // AT1G04250 // AT1G32640 // AT5G06960 // AT5G60410 // AT5G28540 // AT5G36970 // AT1G78580 // AT3G11410 // AT2G32460 // AT4G10380 // AT1G56010 // AT1G53130 // AT3G23150 
GO:0009415	P	response to water	12	1158	240	37767	0.075	1	// AT3G19290 // AT5G25370 // AT1G32640 // AT2G35930 // AT5G47100 // AT2G18960 // AT3G11410 // AT2G47190 // AT1G12110 // AT3G14440 // AT4G37840 // AT1G02930 
GO:0009651	P	response to salt stress	16	1158	366	37767	0.11	1	// AT3G19290 // AT5G25370 // AT2G19450 // AT1G60490 // AT3G07370 // AT5G23540 // AT3G06490 // AT5G60890 // AT2G37630 // AT3G14440 // AT5G67450 // AT5G16510 // AT2G47190 // AT4G37840 // AT3G16890 // AT4G37530 
GO:0008544	P	epidermis development	5	1158	153	37767	0.51	1	// AT5G61070 // AT3G44200 // AT2G26420 // AT5G41315 // AT5G65930 
GO:0048229	P	gametophyte development	9	1158	233	37767	0.3	1	// AT1G60490 // AT4G15570 // AT4G13890 // AT3G44550 // AT2G19070 // AT2G35060 // AT5G46795 // AT2G34790 // AT3G07970 
GO:0009719	P	response to endogenous stimulus	44	1158	1068	37767	0.035	1	// AT3G19290 // AT5G20570 // AT5G25370 // AT1G67100 // AT1G32640 // AT3G07370 // AT5G52830 // AT2G37630 // AT2G32460 // AT1G62380 // AT1G28290 // AT1G48690 // AT1G53130 // AT2G20000 // AT3G16890 // AT3G23150 // AT1G74660 // AT2G36210 // AT5G60890 // AT2G18960 // AT1G74650 // AT2G47190 // AT1G66380 // AT1G76930 // AT1G04310 // AT1G13430 // AT1G04250 // AT3G06490 // AT4G28110 // AT1G56010 // AT5G57090 // AT2G33860 // AT3G12830 // AT4G37580 // AT2G19450 // AT5G13300 // AT5G51760 // AT5G60410 // AT5G16770 // AT1G43040 // AT3G11410 // AT1G57560 // AT3G04720 // AT5G40770 
GO:0006139	P	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	104	1158	3198	37767	0.28	1	// AT3G10470 // AT3G09370 // AT5G15830 // AT5G52830 // AT4G04450 // AT4G23550 // AT4G25400 // AT2G28200 // AT2G40740 // AT4G28940 // AT5G03690 // AT4G17785 // AT4G23810 // AT3G06490 // AT1G24625 // AT3G11580 // AT5G44160 // AT2G32370 // AT4G13480 // AT4G22140 // AT2G37630 // AT5G43175 // AT1G61660 // AT2G07690 // AT1G53230 // AT3G60390 // AT5G18070 // AT2G32460 // AT3G51960 // AT3G21270 // AT2G21230 // AT5G22990 // AT5G26630 // AT2G39880 // AT2G33090 // AT1G09620 // AT1G25340 // AT3G07650 // AT4G22680 // AT5G58130 // AT5G03150 // AT4G38340 // AT2G36880 // AT5G61890 // AT1G12244 // AT2G22770 // AT2G33860 // AT2G24260 // AT1G74080 // AT3G45590 // AT3G09250 // AT1G30950 // AT2G14760 // AT4G32890 // AT4G28110 // AT3G02940 // AT1G30650 // AT5G55100 // AT1G34370 // AT5G53010 // AT5G06839 // AT1G02500 // AT2G37120 // AT5G17800 // AT2G46810 // AT1G74650 // AT1G29860 // AT1G20700 // AT1G68800 // AT1G66230 // AT4G39070 // AT3G60500 // AT2G22200 // AT5G63900 // AT5G56260 // AT5G64810 // AT5G45400 // AT1G27740 // AT1G74700 // AT2G25000 // AT5G52170 // AT2G42660 // AT1G57560 // AT2G38090 // AT4G37850 // AT1G17310 // AT3G19290 // AT4G17810 // AT3G42050 // AT1G32640 // AT4G35610 // AT5G52040 // AT3G49640 // AT5G11590 // AT1G61040 // AT1G66380 // AT2G39270 // AT5G16770 // AT1G62300 // AT4G12440 // AT4G28811 // AT4G28815 // AT5G15150 // AT5G53430 
GO:0009555	P	pollen development	7	1158	148	37767	0.18	1	// AT1G60490 // AT4G13890 // AT2G19070 // AT2G35060 // AT5G46795 // AT3G44550 // AT3G07970 
GO:0009653	P	anatomical structure morphogenesis	19	1158	637	37767	0.58	1	// AT3G60830 // AT1G17060 // AT1G53230 // AT2G39700 // AT5G13300 // AT2G19070 // AT2G45190 // AT5G02260 // AT2G20000 // AT4G27060 // AT2G37630 // AT4G37580 // AT1G20700 // AT5G41315 // AT1G56010 // AT3G58190 // AT2G26420 // AT1G48020 // AT5G65930 
GO:0051641	P	cellular localization	9	1158	569	37767	0.99	1	// AT4G27940 // AT5G48970 // AT1G62020 // AT1G50360 // AT1G02010 // AT5G50810 // AT3G47810 // AT1G67650 // AT4G27640 
GO:0009057	P	macromolecule catabolic process	16	1158	982	37767	1	1	// AT4G24320 // AT3G50080 // AT3G04050 // AT5G48990 // AT3G44320 // AT1G55060 // AT5G23540 // AT5G28540 // AT5G03690 // AT1G30950 // AT2G30110 // AT4G12100 // AT3G16410 // AT5G08570 // AT5G37890 // AT3G07970 
GO:0048827	P	phyllome development	7	1158	258	37767	0.68	1	// AT1G53230 // AT1G23320 // AT5G13300 // AT2G37630 // AT5G65930 // AT5G41315 // AT2G32370 
GO:0008652	P	cellular amino acid biosynthetic process	5	1158	202	37767	0.74	1	// AT5G60890 // AT2G36880 // AT4G19710 // AT3G19480 // AT1G02500 
GO:0006508	P	proteolysis	23	1158	810	37767	0.67	1	// AT5G37540 // AT5G23540 // AT3G50080 // AT5G28540 // AT1G73310 // AT1G11080 // AT4G12100 // AT2G28040 // AT5G37890 // AT5G48990 // AT1G31450 // AT1G29090 // AT4G37040 // AT2G30110 // AT2G25940 // AT1G06870 // AT2G24000 // AT4G24320 // AT3G51340 // AT1G55060 // AT3G57680 // AT1G30950 // AT1G05140 
GO:0046942	P	carboxylic acid transport	6	1158	81	37767	0.045	1	// AT1G02260 // AT1G25530 // AT1G67640 // AT2G40420 // AT1G77380 // AT1G48640 
