GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0010015	P	root morphogenesis	6	1313	114	37767	0.22	1	// AT4G33495 // AT5G18560 // AT2G37620 // AT3G54610 // AT1G70560 // AT3G18485 
GO:0016310	P	phosphorylation	33	1313	1079	37767	0.79	1	// AT2G18470 // AT3G10540 // AT5G09600 // AT2G25790 // AT3G45390 // AT2G31040 // AT3G54250 // AT1G22870 // AT1G71810 // AT2G23950 // AT2G40120 // AT3G52530 // AT4G31170 // AT1G17910 // AT2G45340 // AT3G50230 // AT3G01840 // AT5G43020 // AT1G15700 // AT2G42960 // AT4G30520 // AT1G73450 // AT2G36570 // AT1G30570 // AT3G19150 // AT3G51850 // AT1G74490 // AT5G18800 // AT5G57690 // AT3G18750 // AT5G20480 // AT2G42640 // AT3G24810 
GO:0009658	P	chloroplast organization	5	1313	73	37767	0.12	1	// AT2G36250 // AT1G15510 // AT3G08010 // AT3G54710 // AT5G02250 
GO:0034641	P	cellular nitrogen compound metabolic process	24	1313	506	37767	0.088	1	// AT2G31170 // AT1G14810 // AT3G25570 // AT3G17820 // AT1G69040 // AT1G80050 // AT4G29650 // AT1G70570 // AT5G03690 // AT5G10920 // AT1G63660 // AT5G10870 // AT5G16715 // AT5G08340 // AT4G28680 // AT4G38970 // AT3G17720 // AT4G31920 // AT3G48560 // AT4G18480 // AT1G70560 // AT4G22570 // AT4G37930 // AT3G21580 
GO:0009651	P	response to salt stress	11	1313	366	37767	0.72	1	// AT2G38905 // AT1G60490 // AT5G20080 // AT5G49620 // AT5G08620 // AT4G17260 // AT5G52660 // AT1G13930 // AT1G06040 // AT4G10310 // AT2G37630 
GO:0009657	P	plastid organization	6	1313	119	37767	0.24	1	// AT5G02250 // AT1G06820 // AT2G36250 // AT1G15510 // AT3G54710 // AT3G08010 
GO:0009553	P	embryo sac development	5	1313	107	37767	0.32	1	// AT4G37890 // AT3G03110 // AT5G35770 // AT4G30930 // AT5G06160 
GO:0009555	P	pollen development	6	1313	148	37767	0.42	1	// AT1G60490 // AT4G30930 // AT3G10405 // AT1G77980 // AT3G03110 // AT3G07970 
GO:0022613	P	ribonucleoprotein complex biogenesis	13	1313	253	37767	0.12	1	// AT3G49010 // AT5G56710 // AT3G53890 // AT3G17170 // AT5G02250 // AT2G39670 // AT3G53020 // AT4G34730 // AT3G59540 // AT5G11750 // AT5G03850 // AT3G12370 // AT2G47420 
GO:0009628	P	response to abiotic stimulus	59	1313	1471	37767	0.15	1	// AT5G20630 // AT3G12780 // AT1G79930 // AT5G02120 // AT5G62640 // AT5G20830 // AT3G14370 // AT5G43470 // AT3G54720 // AT1G01860 // AT3G08010 // AT4G35920 // AT3G61850 // AT4G32980 // AT2G38905 // AT1G60490 // AT5G49620 // AT1G02270 // AT1G73590 // AT4G17260 // AT5G20720 // AT1G02090 // AT1G06040 // AT5G11210 // AT4G10310 // AT2G17260 // AT5G10140 // AT1G17870 // AT1G06460 // AT3G07740 // AT5G11060 // AT2G01940 // AT5G65730 // AT5G57380 // AT5G08620 // AT3G07500 // AT2G46680 // AT1G15820 // AT2G27720 // AT5G08020 // AT2G37630 // AT3G51910 // AT1G11755 // AT4G19230 // AT4G31820 // AT2G44910 // AT3G54610 // AT1G13930 // AT1G15360 // AT1G11270 // AT5G52660 // AT1G12910 // AT5G20080 // AT5G44740 // AT4G39960 // AT1G70560 // AT5G52640 // AT4G26840 // AT4G37930 
GO:0030001	P	metal ion transport	10	1313	224	37767	0.26	1	// AT4G10310 // AT4G30940 // AT1G56210 // AT2G46800 // AT1G68100 // AT2G37390 // AT3G51860 // AT5G66110 // AT4G35920 // AT3G21580 
GO:0055085	P	transmembrane transport	8	1313	244	37767	0.61	1	// AT1G15700 // AT5G49130 // AT3G05960 // AT1G08900 // AT2G18480 // AT5G55290 // AT5G59250 // AT2G31040 
GO:0006082	P	organic acid metabolic process	26	1313	860	37767	0.79	1	// AT4G29010 // AT2G31170 // AT1G14810 // AT1G15360 // AT1G10310 // AT3G17820 // AT2G32440 // AT1G69040 // AT5G15530 // AT1G70570 // AT5G10920 // AT1G63660 // AT1G70560 // AT5G16715 // AT4G18350 // AT4G32980 // AT3G05290 // AT4G02780 // AT4G28680 // AT4G19230 // AT3G17720 // AT5G13320 // AT3G48560 // AT5G10870 // AT2G22780 // AT4G37930 
GO:0007242	P	intracellular signaling cascade	29	1313	659	37767	0.13	1	// AT5G52830 // AT5G48170 // AT1G15360 // AT3G27920 // AT1G67710 // AT4G36260 // AT2G02620 // AT3G16360 // AT1G70510 // AT5G21120 // AT5G13320 // AT2G31230 // AT3G53020 // AT2G46680 // AT4G02780 // AT3G12180 // AT5G46570 // AT4G17740 // AT1G28360 // AT2G28350 // AT4G31920 // AT5G61850 // AT2G40670 // AT1G28160 // AT1G78580 // AT4G32630 // AT5G20480 // AT3G11920 // AT1G44050 
GO:0005996	P	monosaccharide metabolic process	8	1313	168	37767	0.24	1	// AT3G52990 // AT3G01260 // AT3G12780 // AT3G55810 // AT5G03690 // AT4G38970 // AT3G55650 // AT4G26390 
GO:0045941	P	positive regulation of transcription	5	1313	63	37767	0.078	1	// AT2G02540 // AT3G50410 // AT3G54610 // AT1G69120 // AT2G41460 
GO:0010628	P	positive regulation of gene expression	5	1313	63	37767	0.078	1	// AT2G02540 // AT3G50410 // AT3G54610 // AT1G69120 // AT2G41460 
GO:0031328	P	positive regulation of cellular biosynthetic process	5	1313	76	37767	0.14	1	// AT2G02540 // AT3G50410 // AT3G54610 // AT1G69120 // AT2G41460 
GO:0031325	P	positive regulation of cellular metabolic process	5	1313	91	37767	0.22	1	// AT2G02540 // AT3G50410 // AT3G54610 // AT1G69120 // AT2G41460 
GO:0019752	P	carboxylic acid metabolic process	26	1313	859	37767	0.78	1	// AT4G29010 // AT2G31170 // AT1G14810 // AT1G15360 // AT1G10310 // AT3G17820 // AT2G32440 // AT1G69040 // AT5G15530 // AT1G70570 // AT5G10920 // AT1G63660 // AT1G70560 // AT5G16715 // AT4G18350 // AT4G32980 // AT3G05290 // AT4G02780 // AT4G28680 // AT4G19230 // AT3G17720 // AT5G13320 // AT3G48560 // AT5G10870 // AT2G22780 // AT4G37930 
GO:0040007	P	growth	16	1313	340	37767	0.15	1	// AT5G18580 // AT2G28350 // AT2G39700 // AT2G34980 // AT2G33880 // AT1G69940 // AT2G37620 // AT3G57670 // AT3G56640 // AT5G55540 // AT2G03090 // AT3G03110 // AT1G71820 // AT4G35460 // AT4G28190 // AT5G10510 
GO:0019941	P	modification-dependent protein catabolic process	11	1313	303	37767	0.49	1	// AT3G60350 // AT5G20620 // AT2G27630 // AT3G07550 // AT2G31290 // AT3G62250 // AT1G55860 // AT1G30950 // AT1G20140 // AT5G61950 // AT4G22285 
GO:0044265	P	cellular macromolecule catabolic process	22	1313	465	37767	0.1	1	// AT3G07550 // AT3G12780 // AT3G55810 // AT1G06430 // AT3G55650 // AT4G26390 // AT3G60350 // AT5G61950 // AT5G03690 // AT5G20620 // AT3G62250 // AT3G10370 // AT4G38970 // AT5G04360 // AT2G27630 // AT3G07970 // AT3G52990 // AT2G31290 // AT1G55860 // AT1G30950 // AT1G20140 // AT4G22285 
GO:0044248	P	cellular catabolic process	28	1313	746	37767	0.37	1	// AT3G07550 // AT3G12780 // AT4G29010 // AT1G06430 // AT5G41220 // AT3G55650 // AT4G26390 // AT3G60350 // AT5G61950 // AT3G55810 // AT5G03690 // AT2G22780 // AT5G20620 // AT3G62250 // AT3G07525 // AT3G10370 // AT3G05290 // AT4G38970 // AT5G04360 // AT2G27630 // AT3G07970 // AT3G52990 // AT2G31290 // AT1G55860 // AT1G30950 // AT1G20140 // AT4G37930 // AT4G22285 
GO:0007010	P	cytoskeleton organization	8	1313	145	37767	0.14	1	// AT3G55005 // AT2G41740 // AT2G37620 // AT5G18410 // AT1G20570 // AT2G47980 // AT2G30910 // AT3G32400 
GO:0015031	P	protein transport	8	1313	381	37767	0.95	1	// AT5G53290 // AT2G30695 // AT4G32640 // AT4G24550 // AT1G02010 // AT3G60540 // AT3G03110 // AT3G62560 
GO:0030528	F	transcription regulator activity	168	1313	2417	37767	1.2e-16	1e-13	// AT5G52830 // AT1G01530 // AT2G36400 // AT3G16500 // AT2G37630 // AT3G10113 // AT3G49950 // AT3G61850 // AT1G69120 // AT2G18550 // AT2G47900 // AT2G26320 // AT5G39750 // AT1G09060 // AT1G13290 // AT3G24490 // AT1G59640 // AT1G62360 // AT5G50010 // AT4G17785 // AT5G65590 // AT1G26310 // AT1G72210 // AT5G62165 // AT5G48890 // AT1G10610 // AT1G69690 // AT1G69780 // AT4G18390 // AT2G28350 // AT4G32980 // AT2G38950 // AT4G24540 // AT1G13600 // AT1G19850 // AT1G46480 // AT5G01310 // AT5G52600 // AT1G12890 // AT1G08000 // AT4G29100 // AT3G20640 // AT1G71930 // AT4G37650 // AT1G69580 // AT4G32551 // AT5G19910 // AT4G36260 // AT1G74480 // AT5G60910 // AT3G50870 // AT1G67260 // AT4G38000 // AT1G06040 // AT5G10140 // AT1G25340 // AT5G65640 // AT5G17430 // AT3G25710 // AT3G28857 // AT5G15160 // AT3G22760 // AT5G21120 // AT1G07640 // AT2G31230 // AT4G38340 // AT1G73360 // AT3G53310 // AT5G08141 // AT5G57390 // AT2G20110 // AT5G01840 // AT4G18020 // AT4G31920 // AT2G02540 // AT2G27990 // AT1G26780 // AT2G03710 // AT1G07470 // AT4G17695 // AT2G17770 // AT5G17560 // AT1G26260 // AT5G18560 // AT5G29000 // AT3G27920 // AT2G20100 // AT3G57670 // AT1G01030 // AT5G10510 // AT4G00180 // AT2G35550 // AT1G76110 // AT3G04410 // AT1G69560 // AT1G68800 // AT1G66230 // AT5G53290 // AT2G03340 // AT4G31630 // AT2G40200 // AT3G10480 // AT3G51910 // AT5G18410 // AT2G06200 // AT5G65410 // AT1G28360 // AT2G44910 // AT2G35430 // AT4G34530 // AT4G37750 // AT2G01250 // AT2G40670 // AT1G28160 // AT1G14600 // AT5G55020 // AT1G77980 // AT3G18960 // AT1G75240 // AT3G52910 // AT1G14440 // AT1G64620 // AT3G25990 // AT5G15480 // AT4G00870 // AT1G08290 // AT2G45190 // AT1G15360 // AT3G17730 // AT2G26580 // AT3G23130 // AT4G28530 // AT5G35770 // AT2G35640 // AT1G67710 // AT1G32240 // AT4G37740 // AT1G29160 // AT1G44810 // AT2G29660 // AT3G57920 // AT1G08465 // AT1G20000 // AT2G33880 // AT5G60130 // AT5G11060 // AT1G70510 // AT2G01940 // AT1G12980 // AT5G49620 // AT2G30420 // AT1G01250 // AT2G46870 // AT2G46770 // AT3G02060 // AT5G61850 // AT4G18740 // AT3G50410 // AT5G52660 // AT1G68640 // AT5G26580 // AT2G33500 // AT5G60450 // AT3G07740 // AT2G46680 // AT1G68480 // AT5G28640 // AT2G28810 
GO:0003700	F	transcription factor activity	151	1313	2173	37767	5.4e-15	2.2e-12	// AT5G52830 // AT3G16500 // AT2G37630 // AT3G10113 // AT3G49950 // AT3G61850 // AT1G69120 // AT2G18550 // AT2G47900 // AT2G26320 // AT5G39750 // AT1G09060 // AT1G13290 // AT3G24490 // AT1G59640 // AT1G62360 // AT5G50010 // AT4G17785 // AT5G65590 // AT1G26310 // AT1G72210 // AT5G62165 // AT5G48890 // AT1G10610 // AT1G69690 // AT4G18390 // AT2G28350 // AT4G32980 // AT2G38950 // AT4G24540 // AT1G13600 // AT1G19850 // AT1G46480 // AT5G01310 // AT5G52600 // AT1G12890 // AT4G29100 // AT3G20640 // AT1G71930 // AT4G37650 // AT1G69580 // AT4G36260 // AT1G74480 // AT5G60910 // AT3G50870 // AT1G67260 // AT4G38000 // AT1G06040 // AT5G10140 // AT1G25340 // AT5G65640 // AT5G17430 // AT3G25710 // AT1G08000 // AT5G15160 // AT3G22760 // AT5G21120 // AT1G07640 // AT2G31230 // AT4G38340 // AT1G73360 // AT3G53310 // AT5G08141 // AT5G57390 // AT2G20110 // AT4G18020 // AT4G31920 // AT2G02540 // AT2G27990 // AT1G26780 // AT2G03710 // AT1G07470 // AT4G17695 // AT2G17770 // AT1G26260 // AT5G18560 // AT5G29000 // AT3G27920 // AT3G57670 // AT1G01030 // AT5G10510 // AT4G00180 // AT2G35550 // AT1G76110 // AT3G04410 // AT1G69560 // AT1G68800 // AT1G66230 // AT5G53290 // AT2G03340 // AT4G31630 // AT2G40200 // AT3G10480 // AT3G51910 // AT2G30420 // AT1G01530 // AT5G65410 // AT1G28360 // AT2G44910 // AT2G35430 // AT4G34530 // AT4G37750 // AT1G28160 // AT1G14600 // AT5G55020 // AT1G77980 // AT3G18960 // AT1G75240 // AT1G14440 // AT1G64620 // AT3G25990 // AT5G15480 // AT4G00870 // AT1G08290 // AT2G45190 // AT1G15360 // AT3G17730 // AT2G26580 // AT3G23130 // AT4G28530 // AT5G35770 // AT2G35640 // AT1G67710 // AT1G32240 // AT1G29160 // AT2G29660 // AT3G57920 // AT1G08465 // AT1G69780 // AT2G33880 // AT5G60130 // AT5G11060 // AT1G70510 // AT2G01940 // AT1G12980 // AT5G49620 // AT1G01250 // AT2G46870 // AT2G46770 // AT1G68480 // AT5G61850 // AT3G50410 // AT5G52660 // AT1G68640 // AT5G26580 // AT2G33500 // AT5G60450 // AT3G07740 // AT2G46680 // AT3G02060 // AT2G28810 
GO:0003677	F	DNA binding	183	1313	2892	37767	2.1e-14	5.6e-12	// AT5G52830 // AT1G60850 // AT3G16500 // AT3G52170 // AT2G37630 // AT3G10113 // AT3G49950 // AT3G61850 // AT1G69120 // AT2G18550 // AT2G47900 // AT3G20540 // AT2G26320 // AT5G39750 // AT1G09060 // AT1G13290 // AT3G24490 // AT1G59640 // AT1G62360 // AT1G63470 // AT5G50010 // AT4G17785 // AT5G65590 // AT1G26310 // AT1G72210 // AT5G62165 // AT5G48890 // AT1G10610 // AT1G01370 // AT1G69690 // AT4G18390 // AT2G28350 // AT4G22140 // AT4G32980 // AT4G04260 // AT5G07810 // AT4G24540 // AT4G37650 // AT1G19850 // AT1G46480 // AT5G01310 // AT5G52600 // AT2G38950 // AT1G12890 // AT4G29100 // AT5G51590 // AT4G31400 // AT3G20640 // AT1G71930 // AT3G22760 // AT1G13600 // AT1G69580 // AT4G36260 // AT2G37020 // AT5G60910 // AT3G50870 // AT5G49620 // AT4G38000 // AT1G06040 // AT5G10140 // AT3G12210 // AT1G25340 // AT5G65640 // AT5G17430 // AT3G25710 // AT1G08000 // AT5G15160 // AT3G20670 // AT5G21120 // AT1G07640 // AT2G31230 // AT4G38340 // AT1G73360 // AT3G53310 // AT5G08141 // AT5G57390 // AT3G54610 // AT2G20110 // AT4G18020 // AT4G31920 // AT2G02540 // AT2G27990 // AT1G26780 // AT2G03710 // AT1G15480 // AT1G07470 // AT4G17695 // AT2G17770 // AT1G26260 // AT5G57980 // AT1G74480 // AT5G18560 // AT5G29000 // AT3G27920 // AT3G57670 // AT1G01030 // AT3G13782 // AT5G10510 // AT1G66730 // AT4G00180 // AT2G35550 // AT1G76110 // AT3G04410 // AT3G17460 // AT1G69560 // AT5G62260 // AT3G12560 // AT1G68800 // AT1G66230 // AT5G53290 // AT3G23780 // AT2G03340 // AT4G31630 // AT2G40200 // AT3G10480 // AT3G51910 // AT2G30420 // AT1G01530 // AT5G65410 // AT1G28360 // AT2G44910 // AT2G35430 // AT4G34530 // AT4G37750 // AT1G28160 // AT1G06670 // AT1G14600 // AT5G55020 // AT1G77980 // AT3G18960 // AT1G75240 // AT1G14440 // AT1G64620 // AT3G25990 // AT4G12620 // AT1G07820 // AT5G50940 // AT5G15480 // AT4G00870 // AT1G08290 // AT2G45190 // AT1G15360 // AT3G17730 // AT2G26580 // AT3G23130 // AT4G28530 // AT5G35770 // AT2G35640 // AT1G67710 // AT1G32240 // AT1G29160 // AT1G20720 // AT1G71260 // AT3G19184 // AT2G29660 // AT3G57920 // AT1G08465 // AT3G52905 // AT1G69780 // AT2G33880 // AT5G60130 // AT5G11060 // AT1G70510 // AT2G01940 // AT1G12980 // AT1G67260 // AT3G54560 // AT1G01250 // AT2G46870 // AT2G46770 // AT3G02060 // AT5G61850 // AT3G50410 // AT5G52660 // AT1G68640 // AT5G26580 // AT2G33500 // AT5G60450 // AT3G07740 // AT2G46680 // AT1G68480 // AT5G38490 // AT2G28810 
GO:0003676	F	nucleic acid binding	249	1313	4842	37767	4.3e-10	8.7e-08	// AT5G52830 // AT1G60850 // AT5G55670 // AT3G16500 // AT3G52170 // AT2G37630 // AT3G10113 // AT3G49950 // AT3G61850 // AT5G65410 // AT1G69120 // AT2G18550 // AT2G47900 // AT4G06634 // AT3G20540 // AT2G26320 // AT5G39750 // AT1G09060 // AT1G13290 // AT3G24490 // AT1G59640 // AT1G62360 // AT1G63470 // AT5G50010 // AT4G17785 // AT3G09650 // AT1G16280 // AT5G65590 // AT1G26310 // AT3G54560 // AT5G62165 // AT5G48890 // AT1G10610 // AT1G01370 // AT5G23800 // AT1G69690 // AT4G18390 // AT2G28350 // AT4G22140 // AT4G32175 // AT4G32980 // AT4G04260 // AT5G07810 // AT4G24540 // AT4G37650 // AT1G19850 // AT1G46480 // AT5G53770 // AT5G01310 // AT5G12110 // AT2G38950 // AT1G17640 // AT1G12890 // AT4G10070 // AT5G19510 // AT1G06380 // AT5G04600 // AT3G23370 // AT5G51590 // AT4G31400 // AT3G20640 // AT3G12680 // AT1G71930 // AT3G22760 // AT1G13600 // AT1G69580 // AT5G57980 // AT3G09850 // AT4G36260 // AT5G21120 // AT2G37020 // AT5G60910 // AT3G50870 // AT5G49620 // AT4G38000 // AT5G06520 // AT1G06040 // AT1G06340 // AT5G10140 // AT5G55020 // AT1G25340 // AT5G65640 // AT3G12430 // AT5G17430 // AT3G25710 // AT1G08000 // AT5G15160 // AT3G20670 // AT2G44070 // AT1G07640 // AT5G08620 // AT4G38340 // AT1G73360 // AT3G55620 // AT3G53310 // AT5G08141 // AT5G57390 // AT3G54610 // AT2G20110 // AT5G52600 // AT3G56680 // AT4G01020 // AT4G18020 // AT4G31920 // AT1G07360 // AT1G80650 // AT2G27990 // AT1G26780 // AT2G03710 // AT1G15480 // AT1G07470 // AT5G20320 // AT4G17695 // AT5G01940 // AT2G17770 // AT5G02250 // AT1G26260 // AT4G37750 // AT3G56510 // AT1G74480 // AT5G18560 // AT3G12460 // AT3G27920 // AT2G01050 // AT3G57670 // AT1G01030 // AT3G13782 // AT5G10510 // AT1G66730 // AT4G06479 // AT4G00180 // AT2G35550 // AT5G60130 // AT1G76110 // AT3G04410 // AT1G37140 // AT4G20520 // AT5G26880 // AT3G17460 // AT2G33435 // AT1G69560 // AT5G62260 // AT3G12560 // AT1G68800 // AT1G66230 // AT5G53290 // AT3G23780 // AT2G03340 // AT4G31630 // AT1G01080 // AT2G40200 // AT5G04895 // AT3G10480 // AT3G51910 // AT5G09560 // AT5G30510 // AT2G30420 // AT3G23900 // AT1G01530 // AT2G47310 // AT1G28360 // AT2G44910 // AT2G35430 // AT1G30230 // AT4G34530 // AT5G36240 // AT1G06670 // AT2G31230 // AT1G28160 // AT4G34730 // AT5G52660 // AT1G78260 // AT2G02540 // AT1G14600 // AT3G12210 // AT1G77980 // AT3G18960 // AT1G75240 // AT4G20920 // AT1G14440 // AT1G64620 // AT3G25990 // AT4G12620 // AT1G07820 // AT5G50940 // AT5G15480 // AT4G00870 // AT1G08290 // AT2G45190 // AT1G15360 // AT3G17730 // AT2G26580 // AT3G23130 // AT4G28530 // AT5G51280 // AT5G35770 // AT5G52040 // AT5G15390 // AT1G67710 // AT2G41835 // AT1G32240 // AT1G29160 // AT3G58390 // AT1G20720 // AT1G71260 // AT3G19184 // AT2G29660 // AT2G35640 // AT1G54270 // AT3G57920 // AT1G08465 // AT3G52905 // AT1G69780 // AT5G64150 // AT2G33880 // AT3G63490 // AT5G11060 // AT1G70510 // AT2G01940 // AT1G12980 // AT1G67260 // AT1G72210 // AT5G62300 // AT3G08010 // AT1G01250 // AT2G46870 // AT4G29100 // AT2G46770 // AT3G60040 // AT3G02060 // AT2G28540 // AT5G61850 // AT3G11964 // AT3G50410 // AT1G75340 // AT1G68640 // AT5G26580 // AT1G26630 // AT2G33500 // AT5G60450 // AT3G07740 // AT5G29000 // AT2G46680 // AT2G42710 // AT1G68480 // AT4G37930 // AT5G38490 // AT3G59980 // AT2G28810 
